,city,lat,lng
774,Gao,16.2666,-0.05
775,Satadougou,12.617,-11.4066
776,Koulikoro,12.8833,-7.55
777,Sikasso,11.3204,-5.68
778,Araouane,18.9,-3.53
779,Ségou,13.44,-6.26
780,Timbuktu,16.7666,-3.0166
781,Markala,13.6704,-6.07
782,Taoudenni,22.6666,-3.9834
783,Kayes,14.45,-11.44
784,Sokolo,14.7337,-6.1333
785,Kita,13.0504,-9.4833
786,Nara,15.18,-7.28
787,Kati,12.7504,-8.08
788,Kangaba,11.9404,-8.44
789,San,13.3004,-4.9
790,Bougouni,11.4204,-7.49
791,Koutiala,12.3904,-5.47
792,Djenné,13.9,-4.55
793,Yélimané,15.1337,-10.5666
794,Bafoulabé,13.8004,-10.82
795,Nioro du Sahel,15.2304,-9.59
796,Goundam,16.417,-3.6666
797,Ménaka,15.9167,2.4
798,Tessalit,20.2014,1.0888
799,Banamba,13.5504,-7.45
800,Rangoon,16.7834,96.1667
801,Allanmyo,19.3783,95.2279
802,Mudon,16.2618,97.7215
803,Mawlamyine,16.5004,97.67
804,Phyarpon,16.2933,95.6829
805,Labutta,16.1619,94.7014
806,Dawei,14.098,98.195
807,Myeik,12.4541,98.6115
808,Ye,15.2533,97.8679
809,Namtu,23.0837,97.4
810,Hinthada,17.6483,95.4679
811,Thongwa,16.7547,96.5193
812,Bago,17.32,96.515
813,Pathein,16.7704,94.75
814,Yandoon,17.0433,95.6429
815,Wakema,16.6133,95.1829
816,Pyay,18.8165,95.2114
817,Chauk,20.9085,94.823
818,Myitkyina,25.3596,97.3928
819,Monywa,22.105,95.15
820,Naypyidaw,19.7666,96.1186
821,Loikaw,19.665,97.206
822,Yaynangyoung,20.4615,94.881
823,Kyaukphyu,19.429,93.5494
824,Magway,20.1445,94.9196
825,Shwebo,22.5783,95.6929
826,Sagaing,21.88,95.962
827,Myingyan,21.4618,95.3914
828,Pakokku,21.332,95.0866
829,Mandalay,21.97,96.085
830,Taunggyi,20.782,97.038
831,Pyu,18.4779,96.4379
832,Taungoo,18.9483,96.4179
833,Letpadan,17.7819,95.7415
834,Sittwe,20.14,92.88
835,Pa-an,16.85,97.6167
836,Hakha,22.65,93.6167
837,Olgiy,48.9337,89.95
838,Mandalgovi,45.75,106.266
839,Ulaanbaatar,47.9167,106.9166
840,Mörön,49.6453,100.1544
841,Darhan,49.6167,106.35
842,Erdenet,49.0533,104.1183
843,Uliastay,47.75,96.8167
844,Choyr,46.3611,108.3611
845,Altay,46.3722,96.2583
846,Buyant-Uhaa,44.8666,110.15
847,Choybalsan,48.0666,114.506
848,Ulaangom,49.9833,92.0666
849,Bulgan,48.8106,103.5317
850,Arvayheer,46.25,102.7666
851,Tsetserleg,47.4769,101.4502
852,Bayankhongor,46.3,100.9833
853,Darhan,49.4867,105.9228
854,Dzuunharaa,48.8666,106.4666
855,Dzuunmod,47.711,106.947
856,Ondorhaan,47.3167,110.65
857,Dalandzadgad,43.5836,104.4403
858,Ulaan-Uul,44.3337,111.2333
859,Hodrogo,48.9664,96.7833
860,Baruun Urt,46.7,113.2833
861,Suchboatar,50.25,106.2
862,Dund-Us,48.0166,91.6333
863,Macau,22.203,113.545
864,Fort-de-France,14.6104,-61.08
865,Bogue,16.5904,-14.27
866,Chegga,25.3804,-5.78
867,Boutilimit,17.5504,-14.7
868,Timbedra,16.2504,-8.1666
869,Bir Mogrein,25.2333,-11.5833
870,Fderik,22.679,-12.707
871,Sélibaby,15.167,-12.1833
872,Aleg,17.058,-13.909
873,Akjoujt,19.747,-14.391
874,Kiffa,16.62,-11.4
875,Nema,16.6171,-7.25
876,Nouadhibou,20.9,-17.056
877,Rosso,16.524,-15.8127
878,Tidjikdja,18.55,-11.4166
879,Atar,20.5166,-13.05
880,Kaédi,16.1503,-13.5037
881,Zouirat,22.7304,-12.4833
882,Arafat,18.0583,-15.9621
883,Dar Naim,18.0973,-15.9327
884,Tevragh Zeina,18.0989,-15.9885
885,Nouakchott,18.0864,-15.9753
886,Ayoun el Atrous,16.6666,-9.6167
887,Plymouth,16.7,-62.2167
888,Birżebbuġa,35.8258,14.5269
889,Marsaskala,35.8669,14.5619
890,Marsaxlokk,35.8419,14.5431
891,Kirkop,35.8422,14.4853
892,Pietà,35.8947,14.495
893,Żejtun,35.8558,14.5331
894,Attard,35.8897,14.4425
895,Pembroke,35.9306,14.4764
896,Żebbuġ,35.8719,14.4411
897,Ta’ Xbiex,35.8992,14.4944
898,Sliema,35.9125,14.5019
899,San Lawrenz,36.0556,14.2036
900,Imqabba,35.8461,14.4672
901,Imdina,35.8869,14.4025
902,Qala,36.0361,14.3094
903,Imtarfa,35.8933,14.3989
904,Żurrieq,35.8311,14.4742
905,Gudja,35.8492,14.5031
906,Sannat,36.0244,14.2428
907,Valletta,35.8997,14.5147
908,Żabbar,35.8761,14.535
909,Luqa,35.8589,14.4886
910,Qormi,35.8783,14.4719
911,Imġarr,35.9206,14.3664
912,Saint Paul’s Bay,35.9483,14.4006
913,Qrendi,35.8347,14.4583
914,Munxar,36.03,14.2333
915,Ħamrun,35.8847,14.4844
916,Naxxar,35.9136,14.4436
917,Għaxaq,35.8489,14.5167
918,Għasri,36.0578,14.2264
919,Victoria,36.0444,14.2397
920,Iklin,35.9092,14.4522
921,Għargħur,35.9242,14.4519
922,Dingli,35.8614,14.3822
923,Siġġiewi,35.8556,14.4364
924,Xewkija,36.0328,14.2581
925,Lija,35.9006,14.4464
926,Safi,35.8331,14.4847
927,Senglea,35.8875,14.5169
928,Xagħra,36.05,14.2644
929,Xgħajra,35.8856,14.5475
930,Żebbuġ,36.0722,14.2358
931,Gżira,35.9058,14.4881
932,Imsida,35.8925,14.4828
933,Kalkara,35.8892,14.5328
934,Kerċem,36.0419,14.2267
935,Mellieħa,35.9564,14.3622
936,Mosta,35.9092,14.4256
937,Nadur,36.0378,14.2942
938,Paola,35.8731,14.4989
939,Rabat,35.8822,14.3981
940,Marsa,35.8792,14.4953
941,San Ġiljan,35.9197,14.4844
942,San Ġwann,35.9056,14.4761
943,Santa Luċija,36.0431,14.2172
944,Santa Venera,35.8908,14.4742
945,Swieqi,35.9225,14.48
946,Tarxien,35.8658,14.515
947,Balzan,35.9003,14.455
948,Vittoriosa,35.8922,14.5183
949,Birkirkara,35.8972,14.4611
950,Cospicua,35.8856,14.5275
951,Fgura,35.8703,14.5133
952,Floriana,35.8958,14.5083
953,Fontana,36.0375,14.2361
954,Għajnsielem,36.0264,14.285
955,Għarb,36.06,14.2089
956,Port Louis,-20.1666,57.5
957,Curepipe,-20.3162,57.5166
958,Malé,4.1667,73.4999
959,Dhidhdhoo,6.8874,73.114
960,Eydhafushi,5.1038,73.0699
961,Felidhoo,3.4718,73.547
962,Funadhoo,6.1509,73.2901
963,Hithadhoo,-0.6,73.0833
964,Kudahuvadhoo,2.6717,72.8936
965,Magoodhoo,3.0789,72.9647
966,Kulhudhuffushi,6.6223,73.0702
967,Mahibadhoo,3.7571,72.9689
968,Manadhoo,5.7669,73.4136
969,Muli,2.9217,73.5811
970,Naifaru,5.4442,73.3662
971,Thinadhoo,0.5303,72.9967
972,Un’goofaaru,5.6681,73.0302
973,Veymandoo,2.1878,73.095
974,Villin’gili,0.7539,73.4353
975,Fonadhoo,1.8342,73.5031
976,Fuvahmulaku,-0.3,73.4256
977,Rasdhoo,4.2631,72.9919
978,Thulusdhoo,4.3742,73.6517
979,Thyolo,-16.0703,35.1471
980,Mwanza,-15.6167,34.5167
981,Chiradzulu,-15.7,35.1833
982,Karonga,-9.9329,33.9333
983,Neno,-15.3981,34.6534
984,Zomba,-15.39,35.31
985,Chikwawa,-16.042,34.8019
986,Mulanje,-16.0333,35.5
987,Blantyre,-15.79,34.9899
988,Chiromo,-16.55,35.1332
989,Phalombe,-15.8064,35.6507
990,Nsanje,-16.9167,35.2667
991,Nkhata Bay,-11.5996,34.3
992,Rumphi,-11.0195,33.8546
993,Chitipa,-9.7162,33.2666
994,Mzuzu,-11.46,34.02
995,Mzimba,-11.9,33.6
996,Ntchisi,-13.3753,34.0036
997,Dowa,-13.6532,33.9385
998,Mchinji,-13.8,32.9
999,Nkhotakota,-12.9163,34.3
1000,Kasungu,-13.0364,33.4822
1001,Ntcheu,-14.8167,34.6333
1002,Dedza,-14.3667,34.3333
1003,Salima,-13.7829,34.4333
1004,Lilongwe,-13.9833,33.7833
1005,Mangochi,-14.4596,35.27
1006,Balaka,-14.9889,34.9591
1007,Machinga,-14.9667,35.5167
1008,Nacozari de García,30.42,-109.65
1009,Nueva Rosita,27.95,-101.22
1010,San Felipe,31.0241,-114.8496
1011,Zacatecas,22.7704,-102.58
1012,Irapuato,20.67,-101.5
1013,Vicente Guerrero,30.7641,-116.0093
1014,San Quintín,30.4837,-115.95
1015,Chetumal,18.5,-88.3
1016,Esperanza,27.58,-109.93
1017,Izamal,20.9304,-89.0201
1018,Ticul,20.4004,-89.53
1019,Villahermosa,18.0,-92.9
1020,Mazatlán,23.2211,-106.42
1021,Ciudad Victoria,23.72,-99.13
1022,Mexicali,32.65,-115.48
1023,Aguascalientes,21.8795,-102.2904
1024,Chihuahua,28.645,-106.085
1025,Guanajuato,21.0204,-101.28
1026,Chilpancingo,17.55,-99.5
1027,Pachuca,20.1704,-98.73
1028,Guadalajara,20.67,-103.33
1029,Cuernavaca,18.9211,-99.24
1030,Monterrey,25.67,-100.33
1031,Lázaro Cárdenas,17.9587,-102.2
1032,Miahuatlán,16.33,-96.6
1033,Mitla,16.917,-96.4
1034,Valladolid,20.6704,-88.2
1035,Ciudad Constitución,25.04,-111.66
1036,Villa Unión,23.2,-106.23
1037,Eldorado,24.3305,-107.37
1038,Tekax,20.2,-89.28
1039,Montemorelos,25.19,-99.84
1040,Xalapa,19.53,-96.92
1041,Teziutlán,19.8204,-97.36
1042,Motul,21.1,-89.28
1043,Mérida,20.9666,-89.6166
1044,Guerrero Negro,27.9904,-114.17
1045,Saltillo,25.42,-101.005
1046,Punta Prieta,28.9337,-114.1666
1047,Salina Cruz,16.1671,-95.2
1048,Durango,24.0311,-104.67
1049,Acatlan,18.2,-98.05
1050,Tepic,21.5054,-104.88
1051,Tecuala,22.4004,-105.46
1052,Ayutla,16.9004,-99.22
1053,Huajuapan de León,17.8104,-97.79
1054,Pochutla,15.7304,-96.47
1055,Colima,19.23,-103.72
1056,Autlan,19.77,-104.37
1057,Coalcoman,18.7804,-103.15
1058,Apatzingán,19.08,-102.35
1059,Halachó,20.48,-90.08
1060,Peto,20.13,-88.92
1061,Papasquiaro,24.8304,-105.34
1062,Puerto Escondido,15.8592,-97.0659
1063,Hermosillo,29.0989,-110.9541
1064,Juchitan,16.43,-95.02
1065,San Luis Potosí,22.17,-101.0
1066,Culiacán,24.83,-107.38
1067,Uruapan,19.4204,-102.07
1068,Tehuantepec,16.33,-95.23
1069,Salamanca,20.5704,-101.2
1070,Mexico City,19.4424,-99.131
1071,Zamora,19.9804,-102.28
1072,Tlaxiaco,17.2704,-97.68
1073,Petatlán,17.5204,-101.27
1074,La Cruz,23.9204,-106.9
1075,Allende,28.33,-100.85
1076,Agua Prieta,31.3223,-109.563
1077,Piedras Negras,28.7076,-100.5317
1078,Reynosa,26.08,-98.3
1079,Ojinaga,29.5404,-104.41
1080,La Paz,24.14,-110.32
1081,Tapachula,14.9,-92.27
1082,Escuintla,15.33,-92.63
1083,Atlixco,18.9,-98.45
1084,Orizaba,18.85,-97.13
1085,Taxco,18.5704,-99.62
1086,Iguala,18.37,-99.54
1087,Cabo San Lucas,22.8928,-109.9045
1088,Villanueva,22.35,-102.88
1089,Tecpan,17.25,-100.68
1090,Atoyac,17.2,-100.43
1091,Jaltipan,17.94,-94.74
1092,La Barca,20.2804,-102.56
1093,Querétaro,20.63,-100.38
1094,León,21.15,-101.7
1095,Pijijiapan,15.6904,-93.22
1096,Campeche,19.83,-90.5
1097,Toluca,19.3304,-99.67
1098,Tlaxcala,19.32,-98.23
1099,Oaxaca,17.0827,-96.6699
1100,Puebla,19.05,-98.2
1101,Tuxtla Gutiérrez,16.75,-93.15
1102,Lagos de Moreno,21.3704,-101.93
1103,Progreso,21.2833,-89.6666
1104,Tuxpam,20.9604,-97.41
1105,Balancán,17.8,-91.53
1106,Tizimín,21.1304,-88.15
1107,Los Mochis,25.79,-109.0
1108,Altata,24.636,-107.9162
1109,Navajoa,27.0819,-109.4546
1110,Santa Barbara,26.8004,-105.82
1111,Ciudad Hidalgo,19.68,-100.57
1112,Parras,25.4204,-102.1799
1113,Hidalgo del Parral,26.9334,-105.6666
1114,Delicias,28.2,-105.5
1115,Ensenada,31.87,-116.62
1116,Linares,24.8604,-99.57
1117,San Juan del Río,20.38,-100.0
1118,Minatitlán,17.9805,-94.53
1119,Villa Ahumada,30.6104,-106.51
1120,Tehuacan,18.4504,-97.38
1121,Ciudad del Carmen,18.6537,-91.8245
1122,Morelia,19.7334,-101.1895
1123,Escuinapa,22.8504,-105.8
1124,Nezahualcoyotl,19.41,-99.03
1125,Gómez Palacio,25.5701,-103.5
1126,Paraíso,18.4,-93.23
1127,Frontera,18.5804,-92.65
1128,Tenosique,17.4804,-91.43
1129,Tecoman,18.9204,-103.88
1130,Aldama,22.9204,-98.07
1131,Loreto,26.0133,-111.3517
1132,Santa Rosalía,27.3171,-112.2834
1133,El Fuerte,26.4204,-108.62
1134,Guasave,25.5705,-108.47
1135,Manzanillo,19.0496,-104.3231
1136,Celaya,20.53,-100.8
1137,San Pedro de las Colonias,25.7592,-102.9827
1138,Monclova,26.9,-101.42
1139,Torreón,25.5701,-103.42
1140,Nogales,31.305,-110.945
1141,Rio Verde,21.93,-99.98
1142,Tamuín,21.9804,-98.75
1143,Tamazunchale,21.2704,-98.78
1144,Ciudad Valles,21.98,-99.02
1145,Cardenas,22.0,-99.67
1146,Guamúchil,25.4704,-108.09
1147,Tijuana,32.5,-117.08
1148,Cozumel,20.51,-86.95
1149,Isla Mujeres,21.2084,-86.7115
1150,Cancún,21.17,-86.83
1151,Felipe Carrillo Puerto,19.5804,-88.05
1152,Champotón,19.3504,-90.72
1153,Cuencame,24.8704,-103.7
1154,Canatlan,24.52,-104.78
1155,Compostela,21.2304,-104.9
1156,Santiago Ixcuintla,21.82,-105.22
1157,Tuxpan,21.9304,-105.27
1158,Matehuala,23.6604,-100.65
1159,Fresnillo,23.1704,-102.86
1160,Valparaíso,22.7704,-103.57
1161,Sabinas Hidalgo,26.51,-100.18
1162,Ascensión,31.1,-107.98
1163,Ciudad Juárez,31.6904,-106.49
1164,Juan Aldama,24.2904,-103.39
1165,Caborca,30.7161,-112.1642
1166,Magdalena,30.6166,-111.05
1167,Mazatlán,29.0171,-110.1333
1168,Puerto Vallarta,20.6771,-105.245
1169,Zumpango,19.8104,-99.11
1170,Nuevo Laredo,27.5,-99.55
1171,Matamoros,25.88,-97.5
1172,San Fernando,24.8504,-98.16
1173,Ciudad Madero,22.3189,-97.8361
1174,Tampico,22.3,-97.87
1175,Ciudad Mante,22.7334,-98.95
1176,Tula,23.0004,-99.72
1177,Ciudad Guzman,19.7104,-103.46
1178,Ciudad Camargo,27.6904,-105.1701
1179,Cuauhtémoc,28.4257,-106.8696
1180,Nuevo Casas Grandes,30.4185,-107.9119
1181,Poza Rica de Hidalgo,20.5504,-97.47
1182,Ometepec,16.6801,-98.42
1183,Ciudad Altamirano,18.3204,-100.65
1184,Huatabampo,26.8304,-109.63
1185,Ciudad Obregon,27.4666,-109.925
1186,Guaymas,27.93,-110.89
1187,Pánuco,22.0604,-98.19
1188,Cananea,30.9904,-110.3
1189,Acapulco,16.85,-99.916
1190,San Cristobal de Las Casas,16.75,-92.6334
1191,Veracruz,19.1773,-96.16
1192,Coatzacoalcos,18.1204,-94.42
1193,Santiago Tuxtla,18.4704,-95.3
1194,Córdoba,18.9204,-96.92
1195,Nautla,20.2166,-96.7834
1196,Sibu,2.303,111.843
1197,Shah Alam,3.0667,101.55
1198,Bintulu,3.1664,113.036
1199,Kuching,1.53,110.33
1200,Victoria,5.2767,115.2417
1201,Taiping,4.865,100.72
1202,Chukai,4.2332,103.4479
1203,Kuala Lumpur,3.1667,101.7
1204,Kangar,6.433,100.19
1205,Alor Setar,6.1133,100.3729
1206,George Town,5.4136,100.3294
1207,Butterworth,5.4171,100.4
1208,Sungai Petani,5.6497,100.4793
1209,Sandakan,5.843,118.108
1210,Lahad Datu,5.0464,118.336
1211,Kota Baharu,6.12,102.23
1212,Johor Bahru,1.48,103.73
1213,Keluang,2.0383,103.3179
1214,Kuala Terengganu,5.3304,103.12
1215,Ipoh,4.6,101.065
1216,Kuantan,3.83,103.32
1217,Kota Kinabalu,5.98,116.11
1218,Tawau,4.271,117.896
1219,Kuala Lipis,4.184,102.042
1220,Teluk Intan,4.0119,101.0314
1221,Malacca,2.2064,102.2465
1222,Muar,2.0337,102.5666
1223,Miri,4.3999,113.9845
1224,Seremban,2.7105,101.94
1225,Putrajaya,2.914,101.7019
1226,Raub,3.7927,101.8423
1227,Batu Pahat,1.8504,102.9333
1228,Kelang,3.0204,101.55
1229,Espungabera,-20.4501,32.77
1230,Quelimane,-17.88,36.89
1231,Nicuadala,-17.6077,36.8197
1232,Mapai,-22.8427,31.9631
1233,Mocimboa,-11.3196,40.35
1234,Maxixe,-23.866,35.3886
1235,Mocambique,-15.0399,40.6822
1236,Nampula,-15.136,39.293
1237,Massangena,-21.5373,32.9564
1238,Quissico,-24.7257,34.766
1239,Chiramba,-16.8921,34.6559
1240,Xai-Xai,-25.04,33.64
1241,Ligonha,-15.1757,37.74
1242,Vilanculos,-21.9995,35.3166
1243,Dondo,-19.6196,34.73
1244,Macia,-25.0195,33.09
1245,Moatize,-16.0995,33.95
1246,Angoche,-16.23,39.91
1247,Cuamba,-14.7896,36.54
1248,Inhambane,-23.858,35.3398
1249,Beira,-19.82,34.87
1250,Lichinga,-13.3,35.24
1251,Pemba,-12.983,40.5323
1252,Panda,-24.0629,34.7303
1253,Manica,-18.9696,32.88
1254,Nacala,-14.5186,40.715
1255,Montepuez,-13.1196,39.0
1256,Maputo,-25.9553,32.5892
1257,Mocuba,-16.8496,38.26
1258,Marrupa,-13.1984,37.4995
1259,Chimoio,-19.12,33.47
1260,Tete,-16.17,33.58
1261,Matola,-25.9696,32.46
1262,Oshikango,-17.3995,15.88
1263,Okahandja,-21.9796,16.91
1264,Ongwediva,-17.78,15.77
1265,Windhoek,-22.57,17.0835
1266,Oranjemund,-28.5495,16.43
1267,Otavi,-19.64,17.342
1268,Rehoboth,-23.3196,17.08
1269,Bethanie,-26.4995,17.15
1270,Karasburg,-28.0196,18.74
1271,Omaruru,-21.436,15.951
1272,Walvis Bay,-22.9575,14.5053
1273,Karibib,-21.939,15.853
1274,Lüderitz,-26.648,15.1594
1275,Grootfontein,-19.5666,18.1166
1276,Usakos,-21.9995,15.58
1277,Outjo,-20.1095,16.14
1278,Katima Mulilo,-17.4996,24.26
1279,Outapi,-17.5,14.9833
1280,Eenhana,-17.4667,16.3333
1281,Oshakati,-17.7833,15.6833
1282,Gobabis,-22.455,18.963
1283,Maltahöhe,-24.84,16.94
1284,Opuwo,-18.0596,13.82
1285,Swakopmund,-22.6689,14.535
1286,Keetmanshoop,-26.5739,18.13
1287,Otjiwarongo,-20.4595,16.64
1288,Mariental,-24.6196,17.9599
1289,Rundu,-17.92,19.7499
1290,Nkurenkuru,-17.6167,18.6
1291,Tsumeb,-19.24,17.71
1292,Omuthiya,-18.3611,16.5814
1293,Koné,-21.0667,164.8667
1294,Wé,-20.9,167.2667
1295,Nouméa,-22.2625,166.4443
1296,Niamey,13.5167,2.1167
1297,Maradi,13.4916,7.0964
1298,Zinder,13.8,8.9833
1299,Ayorou,14.7318,0.9195
1300,Gaya,11.8882,3.4467
1301,Arlit,18.82,7.33
1302,Birni Nkonni,13.7904,5.2599
1303,Madaoua,14.0762,5.9586
1304,Tahoua,14.9,5.2599
1305,Nguigmi,14.2532,13.1108
1306,Dosso,13.05,3.2
1307,Gouré,13.9874,10.27
1308,Diffa,13.3171,12.6089
1309,Tillabéri,14.212,1.4531
1310,Djado,21.015,12.3075
1311,Agadez,16.9959,7.9828
1312,Kingston,-29.0569,167.9617
1313,Abuja,9.0833,7.5333
1314,Uyo,5.008,7.85
1315,Akure,7.2504,5.2
1316,Koko,11.4232,4.517
1317,Port Harcourt,4.81,7.01
1318,Gombe,10.2904,11.17
1319,Nsukka,6.867,7.3834
1320,Potiskum,11.7104,11.08
1321,Damaturu,11.749,11.966
1322,Wukari,7.8704,9.78
1323,Maiduguri,11.85,13.16
1324,Kontagora,10.4004,5.4699
1325,Jos,9.93,8.89
1326,Abakaliki,6.3249,8.1137
1327,Ife,7.4804,4.56
1328,Abeokuta,7.1604,3.35
1329,Ikeja,6.5965,3.3421
1330,Lagos,6.4433,3.3915
1331,Ijebu Ode,6.8204,3.92
1332,Iwo,7.63,4.18
1333,Oshogbo,7.7704,4.56
1334,Ilorin,8.49,4.55
1335,Gusau,12.1704,6.66
1336,Yenagoa,4.9267,6.2676
1337,Minna,9.62,6.55
1338,Ado Ekiti,7.6304,5.22
1339,Ibadan,7.38,3.93
1340,Iseyin,7.97,3.59
1341,Funtua,11.5204,7.32
1342,Katsina,12.9904,7.6
1343,Oyo,7.8504,3.93
1344,Ogbomosho,8.13,4.24
1345,Benin City,6.3405,5.62
1346,Keffi,8.849,7.8736
1347,Lafia,8.4904,8.52
1348,Ondo,7.0904,4.84
1349,Lokoja,7.8004,6.7399
1350,Sokoto,13.06,5.24
1351,Kaduna,10.52,7.44
1352,Kano,12.0,8.52
1353,Zaria,11.08,7.71
1354,Ikare,7.5304,5.76
1355,Owo,7.2004,5.59
1356,Dutse,11.7992,9.3503
1357,Idah,7.1104,6.7399
1358,Mubi,10.2703,13.27
1359,Orlu,5.7837,7.0333
1360,Bama,11.5204,13.69
1361,Bauchi,10.3104,9.84
1362,Makurdi,7.73,8.53
1363,Oturkpo,7.1904,8.13
1364,Onitsha,6.1404,6.78
1365,Awka,6.2104,7.07
1366,Enugu,6.45,7.5
1367,Biu,10.6204,12.19
1368,Owerri,5.493,7.026
1369,Calabar,4.9604,8.33
1370,Sapele,5.8904,5.68
1371,Opobo,4.5704,7.56
1372,Aba,5.1004,7.35
1373,Umuahia,5.532,7.486
1374,Warri,5.52,5.76
1375,Asaba,6.1985,6.7274
1376,Bida,9.0804,6.01
1377,Kumo,10.0457,11.2131
1378,Azare,11.6804,10.19
1379,Gashua,12.8705,11.04
1380,Yola,9.21,12.48
1381,Nguru,12.8804,10.45
1382,Jalingo,8.9004,11.36
1383,Numan,9.4604,12.04
1384,Birnin Kebbi,12.4504,4.1999
1385,Managua,12.153,-86.2685
1386,San Juan de Nicaragua,10.9204,-83.7
1387,San Juan del Sur,11.25,-85.86
1388,San Carlos,11.2,-84.8333
1389,Juigalpa,12.11,-85.38
1390,Boaco,12.47,-85.66
1391,Granada‎,11.9337,-85.95
1392,Puerto Cabezas,14.0333,-83.3834
1393,Jinotepe,11.846,-86.195
1394,Jinotega,13.091,-86.0
1395,León,12.4356,-86.8794
1396,Estelí,13.09,-86.36
1397,Somoto,13.476,-86.583
1398,Chinandega,12.6304,-87.13
1399,Ocotal,13.63,-86.473
1400,Masaya,11.969,-86.095
1401,Bluefields,12.0,-83.7649
1402,Rivas,11.4404,-85.82
1403,Matagalpa,12.9171,-85.9167
1404,Maastricht,50.853,5.677
1405,Amsterdam,52.35,4.9166
1406,The Hague,52.08,4.27
1407,Haarlem,52.3804,4.63
1408,Groningen,53.2204,6.58
1409,Middelburg,51.502,3.61
1410,Lelystad,52.5176,5.474
1411,Arnhem,51.988,5.923
1412,Assen,53.0,6.55
1413,'s-Hertogenbosch,51.6833,5.3167
1414,Zwolle,52.524,6.097
1415,Utrecht,52.1003,5.12
1416,Leeuwarden,53.2504,5.7834
1417,Rotterdam,51.92,4.48
1418,Eindhoven,51.43,5.5
1419,Tromsø,69.6351,18.992
1420,Molde,62.7483,7.1833
1421,Vossavangen,60.63,6.441
1422,Oslo,59.9167,10.75
1423,Lillehammer,61.1333,10.5
1424,Bærum,59.9135,11.3472
1425,Stavanger,58.97,5.68
1426,Hermansverk,61.1833,6.85
1427,Leikanger,61.1833,6.85
1428,Kristiansand,58.1666,8.0
1429,Bergen,60.391,5.3245
1430,Skien,59.2,9.6
1431,Arendal,58.4648,8.766
1432,Hamar,60.82,11.069
1433,Tønsberg,59.264,10.421
1434,Drammen,59.7572,10.1907
1435,Bodø,67.2468,14.399
1436,Haugesund,59.4119,5.2775
1437,Svolvær,68.2333,14.5667
1438,Narvik,68.3832,17.29
1439,Ålesund,62.5454,6.388
1440,Hammerfest,70.6613,23.688
1441,Harstad,68.7879,16.5156
1442,Finnsnes,69.2406,18.0086
1443,Alta,69.9666,23.2417
1444,Kirkenes,69.725,30.0516
1445,Sandnes,58.8454,5.69
1446,Gjøvik,60.8,10.7
1447,Mo i Rana,66.3166,14.1667
1448,Sarpsborg,59.2833,11.1167
1449,Moss,59.437,10.6692
1450,Vadsø,70.0966,29.7657
1451,Rørvik,64.868,11.2053
1452,Namsos,64.4833,11.5
1453,Trondheim,63.4167,10.4167
1454,Steinkjer,64.0171,11.5
1455,Jumla,29.25,82.2167
1456,Salyan,28.35,82.1833
1457,Kathmandu,27.7167,85.3166
1458,Bhairawa,27.5333,83.3833
1459,Pokhara,28.264,83.972
1460,Nepalganj,28.0503,81.6167
1461,Hetauda,27.4167,85.0334
1462,Dandeldhura,29.3,80.6
1463,Baglung,28.2667,83.5833
1464,Ramechhap,27.326,86.087
1465,Lalitpur,27.6666,85.3333
1466,Biratnagar,26.4837,87.2833
1467,Rajbiraj,26.5333,86.7333
1468,Bhimphedi,27.551,85.13
1469,Ilam,26.908,87.926
1470,Dhangarhi,28.695,80.593
1471,Birganj,27.0004,84.8666
1472,Alofi,-19.0167,-169.9167
1473,Masterton,-40.9439,175.6456
1474,Gore,-46.0947,168.9604
1475,Te Anau,-45.4074,167.7585
1476,Invercargill,-46.4094,168.365
1477,Ashburton,-43.8983,171.7486
1478,Timaru,-44.3972,171.2425
1479,Kaikoura,-42.4012,173.6897
1480,Christchurch,-43.535,172.63
1481,Queenstown,-45.0227,168.7251
1482,Porirua,-41.1219,174.8524
1483,Wanaka,-44.698,169.1449
1484,Nelson,-41.2926,173.2474
1485,Picton,-41.2805,174.0166
1486,Hamilton,-37.7783,175.2896
1487,Dunedin,-45.8854,170.491
1488,Thames,-37.1384,175.5853
1489,Lower Hutt,-41.2037,174.9123
1490,Palmerston North,-40.3527,175.6072
1491,Wanganui,-39.9326,175.0393
1492,Westport,-41.7638,171.6028
1493,Hokitika,-42.7072,171.01
1494,Greymouth,-42.4716,171.2231
1495,Paraparaumu,-40.9034,174.9989
1496,Wellington,-41.3,174.7833
1497,Upper Hutt,-41.1355,175.029
1498,Levin,-40.6124,175.2772
1499,Rotorua,-38.1317,176.2483
1500,Tauranga,-37.6964,176.1536
1501,Waitangi,-44.0263,-176.3696
1502,Taupo,-38.693,176.0771
1503,Whakatane,-37.9574,176.9828
1504,Kerikeri,-35.2285,173.9507
1505,Whangarei,-35.7256,174.323
1506,Pukekohe,-37.2015,174.9033
1507,Auckland,-36.8481,174.763
1508,Waitakere,-36.8524,174.5543
1509,Cambridge,-37.8894,175.4703
1510,Kaitaia,-35.1099,173.2727
1511,Gisborne,-38.6633,178.0181
1512,Turangi,-38.9889,175.8142
1513,Tokoroa,-38.2245,175.8705
1514,Manukau,-37.0,174.885
1515,Napier,-39.49,176.9265
1516,North Shore,-36.7913,174.7758
1517,Oban,-46.8876,168.1666
1518,New Plymouth,-39.0556,174.0748
1519,Hawera,-39.5795,174.278
1520,Kaiapoi,-43.3813,172.651
1521,Mirbat,16.9924,54.6918
